"","id","name","date","subject_line","sent","delivered","delivered_rate","unique_opens","open_rate","ORvsAvg","total_clicks","unique_clicks","unique_CTR","UCTRvsAvg","click_open_ratio","opt_outs","opt_out_rate","plaintext_rate","url","title","clicks","COR","url_chart","clicks_chart","COR_chart","url_question","clicks_question","COR_question","url_events","clicks_events","COR_events"
"40","1580505715","NL 2024-01-21 Upcoming Events",2024-01-21,"Upcoming Webinar: Community Engagement in Regional Clean Hydrogen Hubs",5917,5911,0.999,2619,0.443,0.065,269,116,0.02,-0.194,0.044,6,0.1,"0","https://rmi.org/people/chathurika-gamage/","Chathurika Gamage",9,0.003,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",9,0.003
"41","1580505715","NL 2024-01-21 Upcoming Events",2024-01-21,"Upcoming Webinar: Community Engagement in Regional Clean Hydrogen Hubs",5917,5911,0.999,2619,0.443,0.065,269,116,0.02,-0.194,0.044,6,0.1,"0","https://rmi.org/event/centering-equity-and-community-engagement-in-regional-clean-hydrogen-hubs/","Webinar: Centering Equity and Community Engagement in Regional Clean Hydrogen Hubs",101,0.039,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",9,0.003
"42","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/ensuring-grid-reliability-in-india/","Ensuring Grid Reliability in India",34,0.002,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"43","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/make-a-gift/","Make a Gift",46,0.002,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"44","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/insight/zero-carbon-home-heating-in-chinas-yangtze-river-delta-region/","Zero-Carbon Home Heating in China’s Yangtze River Delta Region: Heat Pumps as a Core Solution",46,0.002,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"45","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/clean-repowering-a-near-term-ira-powered-energy-transition-accelerant/","Clean Repowering: A Near-Term, IRA-Powered Energy Transition Accelerant",50,0.003,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"46","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/event/centering-equity-and-community-engagement-in-regional-clean-hydrogen-hubs/","Webinar: Centering Equity and Community Engagement in Regional Clean Hydrogen Hubs",57,0.003,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"47","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/changing-the-climate-forecast-in-2024-five-ways-power-sectors-worldwide-can-drive-down-emissions/","Changing the Climate Forecast in 2024 — Five Ways Power Sectors Worldwide Can Drive Down Emissions",68,0.004,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"48","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/its-the-iras-first-birthday-here-are-five-areas-where-progress-is-piling-up/","It’s the IRA’s First Birthday. Here Are Five Areas Where Progress Is Piling Up.",235,0.012,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"49","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/how-to-unlock-ira-cprg-funding-for-the-drivers-and-cyclists-most-in-need/","How to Unlock IRA CPRG Funding for the Drivers and Cyclists Most in Need",287,0.015,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"50","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/insight/the-great-reallocation/","The Great Reallocation",335,0.018,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"51","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/stuck-on-a-climate-change-term-help-is-here/","Stuck on a Climate Change Term? Help Is Here.",347,0.018,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"52","1578655879","NL 2024-01-18 Spark",2024-01-18,"Reversing record heat + trillions for clean energy",64572,64478,0.9985,19008,0.295,-0.083,3043,1757,0.027,-0.118,0.092,53,0.08,"0","https://rmi.org/record-temperatures-record-solutions-the-fast-changing-race-for-our-future/","Record Temperatures, Record Solutions: The Fast-Changing Race for Our Future",714,0.038,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",17,0.001
"53","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/download/37538/",NA,18,0.019,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"54","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/drive-less-live-more-how-states-can-lead-the-way-in-climate-smart-transportation/","Drive Less, Live More: How States Can Lead the Way in Climate-Smart Transportation",24,0.026,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"55","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/electrification-101-how-rmis-new-tool-can-help-utilities-proactively-plan-for-evs/","Electrification 101: How RMI’s New Tool Can Help Utilities Proactively Plan for EVs",26,0.028,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"56","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/five-insights-on-the-concrete-and-cement-industrys-transition-to-net-zero/","Five Insights on the Concrete and Cement Industry’s Transition to Net Zero",37,0.04,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"57","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/introducing-wastemap-a-new-tool-to-track-and-reduce-waste-methane-emissions/","Introducing WasteMAP: A New Tool to Track and Reduce Waste Methane Emissions",40,0.043,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"58","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/stuck-on-a-climate-change-term-help-is-here/","Stuck on a Climate Change Term? Help Is Here.",51,0.055,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"59","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/5-facts-to-know-about-reducing-methane-from-oil-and-gas/","5 Facts to Know About Reducing Methane from Oil and Gas",60,0.065,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"60","1577722678","PEM 2024-01-17 Data + Transparency",2024-01-17,"Climate Data News: Aviation research + methane reduction",2211,2209,0.9991,924,0.418,0.04,405,183,0.083,0.438,0.198,0,0,"0","https://rmi.org/contrail-mitigation-a-milestone-year-for-advancing-industry-understanding-and-experience/","Contrail Mitigation: A Milestone Year for Advancing Industry Understanding and Experience",65,0.07,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",6,0.006
"61","1575145012","PEM 2024-01-16 Policy Update",2024-01-16,"Policy Update: Clean transportation + new hydrogen guidelines",1749,1747,0.9989,676,0.387,0.009,173,103,0.059,0.2,0.152,1,0.06,"0","https://rmi.org/press-release/rmi-treasurys-45x-guidelines-will-supercharge-u-s-clean-energy-manufacturing-technological-innovation/","RMI: Treasury’s 45X guidelines will supercharge U.S. clean energy manufacturing & technological innovation",16,0.024,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.001
"62","1575145012","PEM 2024-01-16 Policy Update",2024-01-16,"Policy Update: Clean transportation + new hydrogen guidelines",1749,1747,0.9989,676,0.387,0.009,173,103,0.059,0.2,0.152,1,0.06,"0","https://rmi.org/press-release/rmi-treasury-releases-strong-hydrogen-tax-credit-guidance-that-will-fuel-low-carbon-economic-growth-in-communities-nationwide/","RMI: Treasury releases strong Hydrogen tax credit guidance that will fuel low-carbon economic growth in communities nationwide",16,0.024,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.001
"63","1575145012","PEM 2024-01-16 Policy Update",2024-01-16,"Policy Update: Clean transportation + new hydrogen guidelines",1749,1747,0.9989,676,0.387,0.009,173,103,0.059,0.2,0.152,1,0.06,"0","https://rmi.org/the-ira-is-the-largest-climate-investment-in-us-history-are-utilities-planning-accordingly/","The IRA is the Largest Climate Investment in US History — Are Utilities Planning Accordingly?",20,0.03,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.001
"64","1575145012","PEM 2024-01-16 Policy Update",2024-01-16,"Policy Update: Clean transportation + new hydrogen guidelines",1749,1747,0.9989,676,0.387,0.009,173,103,0.059,0.2,0.152,1,0.06,"0","https://rmi.org/drive-less-live-more-how-states-can-lead-the-way-in-climate-smart-transportation/","Drive Less, Live More: How States Can Lead the Way in Climate-Smart Transportation",23,0.034,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.001
"65","1575145012","PEM 2024-01-16 Policy Update",2024-01-16,"Policy Update: Clean transportation + new hydrogen guidelines",1749,1747,0.9989,676,0.387,0.009,173,103,0.059,0.2,0.152,1,0.06,"0","https://rmi.org/how-cities-can-scale-on-site-solar-with-new-federal-incentives/","How Cities Can Scale On-Site Solar with New Federal Incentives",27,0.04,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.001
"66","1575145012","PEM 2024-01-16 Policy Update",2024-01-16,"Policy Update: Clean transportation + new hydrogen guidelines",1749,1747,0.9989,676,0.387,0.009,173,103,0.059,0.2,0.152,1,0.06,"0","https://rmi.org/cop28-what-worked-what-didnt-and-what-next/","COP28: What Worked, What Didn’t, and What Next?",41,0.061,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.001
"67","1575145351","PEM 2024-01-15 Finance Update",2024-01-15,"Climate Finance News: Trends to watch in 2024 + clean hydrogen",1568,1564,0.9974,590,0.377,-0.001,175,102,0.065,0.262,0.173,0,0,"0","https://rmi.org/wp-content/uploads/2023/11/new_climate_tools_for_financial_institutions.pdf/",NA,3,0.005,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.002
"68","1575145351","PEM 2024-01-15 Finance Update",2024-01-15,"Climate Finance News: Trends to watch in 2024 + clean hydrogen",1568,1564,0.9974,590,0.377,-0.001,175,102,0.065,0.262,0.173,0,0,"0","https://rmi.org/press-release/rmi-treasury-releases-strong-hydrogen-tax-credit-guidance-that-will-fuel-low-carbon-economic-growth-in-communities-nationwide/","RMI: Treasury releases strong Hydrogen tax credit guidance that will fuel low-carbon economic growth in communities nationwide",5,0.008,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.002
"69","1575145351","PEM 2024-01-15 Finance Update",2024-01-15,"Climate Finance News: Trends to watch in 2024 + clean hydrogen",1568,1564,0.9974,590,0.377,-0.001,175,102,0.065,0.262,0.173,0,0,"0","https://rmi.org/download/37538/",NA,6,0.01,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.002
"70","1575145351","PEM 2024-01-15 Finance Update",2024-01-15,"Climate Finance News: Trends to watch in 2024 + clean hydrogen",1568,1564,0.9974,590,0.377,-0.001,175,102,0.065,0.262,0.173,0,0,"0","https://rmi.org/insight/the-value-of-green-hydrogen-trade-for-europe/","The Value of Green Hydrogen Trade for Europe",7,0.012,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.002
"71","1575145351","PEM 2024-01-15 Finance Update",2024-01-15,"Climate Finance News: Trends to watch in 2024 + clean hydrogen",1568,1564,0.9974,590,0.377,-0.001,175,102,0.065,0.262,0.173,0,0,"0","https://rmi.org/insight/biomethane-industry-outlook-under-the-carbon-neutrality-goal/","Biomethane Industry Outlook under the Carbon Neutrality Goal",7,0.012,NA,NA,NA,NA,NA,NA,"https://rmi.org/events/",1,0.002
